time,weather_code (wmo code),daylight_duration (s),sunshine_duration (s),uv_index_max (),wind_direction_10m_dominant (°),wind_gusts_10m_max (km/h),wind_speed_10m_max (km/h),shortwave_radiation_sum (MJ/m²),pressure_msl_mean (hPa),cape_mean (J/kg),relative_humidity_2m_mean (%),wind_speed_10m_mean (km/h),wind_gusts_10m_mean (km/h),temperature_2m_mean (°C),precipitation_sum (mm)
01/01/2022,3,27382.41,20240.87,0.75,211,73.1,30.1,2.18,1011.2,0,80,26.1,58.6,12.2,0
02/01/2022,81,27459.25,21131.65,0.9,234,59.8,32.4,2.55,1004.5,2.9,81,24.9,50.9,9.5,10
03/01/2022,3,27542.61,20736.69,0.95,245,63.7,32.4,2.73,1001.8,2.5,76,25.8,51.4,8.3,0
04/01/2022,73,27633.4,21978.95,1,309,60.8,29.5,3.42,1001.2,2.1,76,16.9,37.6,3,2.7
05/01/2022,0,27731.51,22067.1,1,298,60.1,30.9,3.42,1012.1,0,71,16.6,34,3.1,0
06/01/2022,73,27836.67,7479.73,0.45,211,70.2,30.4,0.87,1011.2,0.8,84,18.2,40.5,2.5,3.1
07/01/2022,71,27948.6,22143.41,0.95,259,53.6,28.2,2.88,1005.6,2.9,84,20.9,45.3,2.5,1.2
08/01/2022,55,28067,10326.28,0.6,249,57.6,28.1,1.07,996.5,1.2,86,20.2,46,5.1,3.6
09/01/2022,51,28191.62,8561.45,0.55,269,50.8,26.9,0.97,999.4,2.5,85,16.4,39,4.9,0.1
10/01/2022,3,28322.15,0,0.25,204,45.4,14,0.32,1015.6,0,91,9.4,25.1,6.3,0
11/01/2022,51,28458.34,18099.65,0.9,270,33.1,11.6,1.82,1029.1,0,84,6.5,19.9,7.1,0.8
12/01/2022,3,28599.88,23278.42,1.1,264,42.5,9.7,3.61,1038.8,0,89,7.8,37,5.5,0
13/01/2022,0,28746.53,23421.16,1.15,253,42.1,11.5,3.82,1038.8,0,87,7.5,26.4,5,0
14/01/2022,3,28898,23549.29,1.15,245,16.6,6.9,3.93,1035.1,0,80,3.9,5.4,4.2,0
15/01/2022,3,29054.03,20155.05,1.1,229,28.8,14.3,3.12,1024.5,0,77,7.9,13.6,4.5,0
16/01/2022,3,29214.36,22801.22,0.9,271,45.7,18.5,2.43,1025.4,0.4,84,10.2,28.6,5.6,0
17/01/2022,1,29378.74,23995.98,1.25,265,37.4,12.1,4.29,1036.2,0,80,7.5,14.1,5.2,0
18/01/2022,3,29546.9,24138.05,1.25,226,36.4,14.7,4.24,1034.1,0,70,10,18.9,5.5,0
19/01/2022,51,29718.62,20521.38,1.25,285,58.7,25,4.02,1025.5,0,82,18.4,43.8,6,0.3
20/01/2022,3,29893.63,24420.41,1.3,321,36.4,16,4.46,1036.8,0,71,9.2,22.9,2.8,0
21/01/2022,1,30071.71,24625.09,1.3,289,50.8,20,4.24,1037.2,0,84,13,36.3,3.7,0
22/01/2022,3,30252.63,24843.56,1.3,284,48.2,13.9,4.59,1035.7,0,87,8.7,37.7,4.5,0
23/01/2022,3,30436.53,24647.75,1.3,231,14.4,13,3.98,1033.5,0,88,7.5,8.7,3.7,0
24/01/2022,3,30625.35,25323.03,1.4,228,6.1,6.6,4.87,1033,0,88,3.9,4,3.1,0
25/01/2022,3,30819.12,25584.92,1.4,258,41.8,11.9,5.03,1033,0,88,5.5,13.2,2,0
26/01/2022,3,31017.48,25676.99,1.4,257,69.8,28.2,4.9,1028.6,0,85,18.1,48.2,5.6,0
27/01/2022,51,31220.11,25936.66,1.5,286,70.2,28.9,4.67,1025.6,2.5,81,22,50.1,8.1,0.2
28/01/2022,3,31426.67,20658.39,1,252,63.4,26.7,2.46,1030.3,0,86,16.6,42.3,7,0
29/01/2022,3,31636.86,21115.45,1.55,279,95.4,47.1,3.99,1023.8,1.2,75,29.2,68.9,8.9,0
30/01/2022,53,31850.35,26753.49,1.6,258,75.2,35.8,5.14,1027,1.7,76,16.5,34.4,5.1,1.5
31/01/2022,51,32066.86,26966.96,1.65,305,85.7,39.2,5.82,1021.4,5,72,27.4,62.1,5.5,0.3
01/02/2022,3,32286.08,21377.23,1.5,289,79.2,34.4,3.14,1017.9,1.2,82,30.1,69.5,9.4,0
02/02/2022,51,32507.73,4886.86,0.9,273,58.7,26.7,1.35,1019.1,0,88,18,43,9.2,0.1
03/02/2022,3,32731.55,26843.34,1.75,235,61.2,30.3,5.53,1009.6,0,81,18.9,40.5,8.7,0
04/02/2022,51,32957.24,27934.77,1.7,279,60.1,31.3,6.13,1007.9,17.1,76,21.9,44.9,5.3,1.4
05/02/2022,63,33184.57,11484.06,1.2,245,79.2,37.7,1.85,1010.7,1.7,82,29.6,61.2,6.4,13.5
06/02/2022,85,33413.28,25561.09,1.55,280,83.5,39.4,4.93,1002.4,22.1,80,31.4,67.6,6.4,15.7
07/02/2022,51,33643.11,21595.93,1.75,254,54.4,24.5,4.27,1021.2,1.2,80,17.8,44,6.2,0.5
08/02/2022,3,33873.84,12761.62,1.05,236,63,27.9,2.17,1020.2,0,84,25.3,53.5,10.1,0
09/02/2022,51,34105.23,29401.43,1.95,259,58,28.4,7,1020.2,1.7,75,18.5,41.4,7.9,1
10/02/2022,3,34337.04,29839.73,1.95,272,57.6,28.7,7.19,1019.9,6.2,74,21.6,44.6,4.8,0
11/02/2022,3,34569.08,30094.58,1.7,219,51.5,23.1,5.2,1029.2,1.2,77,11.5,23.4,3.9,0
12/02/2022,61,34801.51,12184.62,0.95,206,69.1,35.1,2.04,1014.3,0,84,30.6,62,5.4,3.9
13/02/2022,63,35036.48,0,0.25,195,71.6,28,0.35,995.1,0,93,23.1,52.7,8,16.1
14/02/2022,55,35274.12,9468.36,1.05,278,50.8,27.8,1.67,995.3,4.6,85,21.4,41.7,6,2.9
15/02/2022,63,35514.18,20601.62,1.7,236,61.2,29.3,3.64,1001,2.9,84,19.5,44.5,5.9,9.3
16/02/2022,55,35756.41,18003.8,2,252,103.3,46.1,3.75,987.9,10,81,38.4,79.6,10.7,4.6
17/02/2022,71,36000.59,25200,2.2,269,80.6,40.3,6.7,1003.3,26.2,75,25.7,53.5,6.1,4.3
18/02/2022,73,36246.47,15515.97,1.65,249,92.5,50.5,3.33,989.1,18.3,83,32.7,65.8,5.2,14.5
19/02/2022,75,36493.84,9396.35,0.8,253,60.1,30.6,1.61,1004.6,0.4,89,19.6,41.4,2.8,9.6
20/02/2022,85,36742.48,0,0.25,247,89.6,45.8,0.42,994.4,22.1,87,35.9,73,8,37.7
21/02/2022,85,36992.16,25269.39,2.3,283,100.4,48.3,7.3,1004,11.7,81,34.2,66.5,6.2,5.3
22/02/2022,61,37242.7,27263.65,2.25,259,72.7,36.1,6.14,1013.7,4.6,81,25,54.7,7.6,1.9
23/02/2022,51,37493.88,32249,2.6,229,72.4,38.7,9.02,1013.7,3.3,74,28.9,58.5,7.6,0.2
24/02/2022,73,37745.5,32359.75,2.45,262,62.6,35.4,9.45,1005.9,60.4,80,24.8,47.9,4.1,6.2
25/02/2022,55,37997.38,32967.27,2.65,282,64.4,36.9,10.34,1022.4,5.8,75,19.9,37.8,5.6,1.1
26/02/2022,3,38249.32,33592.28,2.45,186,59,23.4,8.87,1026.4,0,76,17.5,45,5.8,0
27/02/2022,3,38501.12,34083.13,2.75,167,57.6,21.6,11.19,1022.5,0,67,17,48.3,5,0
28/02/2022,80,38752.63,4433.26,1.6,199,52.6,21.6,1.77,1020.7,1.2,88,14.9,41.1,7,9.1
01/03/2022,3,39003.65,34402.8,2.7,43,37.4,17.4,9.67,1028.6,0,79,12.8,25,5.7,0
02/03/2022,53,39254,0,0.25,107,39.2,17.5,0.39,1021.4,0,96,13.5,36.3,5.4,3.9
03/03/2022,53,39503.5,6940.43,1.55,118,34.6,10.2,2.25,1015.2,0,92,4.9,16.3,6.3,2.6
04/03/2022,55,39752.35,14009.28,1.35,340,30.2,12.1,2.76,1019.7,7.9,91,7.9,19.2,5.9,8.6
05/03/2022,3,40002.49,34734.01,2.75,4,46.4,26.2,9.06,1027.2,10,82,19.4,41.3,4.5,0
06/03/2022,3,40254.11,35919.58,3.15,46,43.2,18.2,12.41,1031.5,1.2,78,14,27.6,4.5,0
07/03/2022,3,40507.04,33434.86,2.4,102,49.7,18.6,7.3,1026,0.8,82,10.9,20.1,3.3,0
08/03/2022,3,40761.1,35402.32,3.25,149,52.6,22.2,12.09,1013.6,0,70,17.4,46.1,4.6,0
09/03/2022,3,41016.13,36136.55,3.1,176,51.5,25.7,11.9,1012.9,5,78,19.8,47.2,8.4,0
10/03/2022,51,41271.98,34259.57,2.8,168,54.7,23.9,9.05,1013.4,8.8,79,17,46.6,10.2,0.2
11/03/2022,80,41528.47,24510.68,2.2,149,62.6,27.7,5.51,1002.6,9.6,87,18.4,47.9,9.2,6.4
12/03/2022,53,41785.45,35221.31,2.65,174,51.8,24.3,10.35,1004.3,15,79,20.2,41.6,8.3,1.5
13/03/2022,55,42042.77,26226.07,3.4,165,49.7,24.2,9.55,1004.5,12.9,82,17.7,41,8.4,3.2
14/03/2022,3,42300.26,37493.51,3.45,241,37.8,22,13.82,1020.4,0,68,13.1,29,7.7,0
15/03/2022,51,42557.78,36940.83,3.05,187,33.8,16.6,10.64,1020.7,10.4,74,10.1,21.3,8.2,0.1
16/03/2022,81,42815.17,18068.91,2.15,266,37.8,19.3,4.4,1018.1,7.9,90,9.8,22.1,8.1,12.7
17/03/2022,3,43072.27,38642.13,3.75,257,49,25.6,14.37,1027.9,2.9,78,19,41.6,7.7,0
18/03/2022,2,43328.93,38857.31,3.8,128,26.6,11.2,15.32,1042.2,0,78,6.9,11.8,9.1,0
19/03/2022,0,43585,39086.2,3.9,93,49.7,21.9,15.6,1040.3,0,75,14.7,32.2,7.9,0
20/03/2022,0,43840.33,39420.22,3.95,87,42.1,17.7,15.98,1029.9,0.8,72,10.7,21,6.2,0
21/03/2022,3,44094.75,39886.04,3.55,184,16.6,12,13.56,1027.5,0,74,6.1,8.5,7.2,0
22/03/2022,51,44348.12,40062.63,3.7,121,24.1,15.6,13.76,1029.1,19.6,76,6.9,11.8,10.5,0.2
23/03/2022,3,44600.27,37499.31,4.1,127,17.3,10.2,15.72,1030.2,17.9,67,4.5,6.9,12.1,0
24/03/2022,3,44851.36,36002.54,4.2,179,8.6,7.6,15.19,1029.8,3.8,52,4.5,4.8,12.9,0
25/03/2022,3,45103.21,41074.87,4.35,177,8.3,7.4,16.5,1031.9,0.4,51,4.7,5.5,12.5,0
26/03/2022,3,45355.99,41326.32,4.35,62,26.3,13.7,17.12,1034.3,3.8,61,6.9,9.1,12.1,0
27/03/2022,3,45609.56,29530.42,3.3,80,16.2,12,7.51,1032.8,0.4,82,6,8,9.9,0
28/03/2022,3,45863.78,41814.7,4.2,223,17.6,11,16.5,1022.3,6.2,72,4.8,5.7,11.3,0
29/03/2022,3,46118.5,29691.71,3.2,58,10.1,9.7,7.55,1013.6,10,79,6.2,7.1,9,0
30/03/2022,85,46373.59,1741.06,0.7,38,35.6,18.2,1.46,1009.2,16.2,90,11,22.6,4.3,3.9
31/03/2022,51,46628.9,42289.47,4.2,10,45,25.3,17.23,1014,36.7,73,19.2,39.1,2.6,2.4
01/04/2022,85,46884.28,42484.23,4,360,39.2,19.9,15.88,1020.3,22.9,72,14.1,26.4,3.6,1.1
02/04/2022,51,47139.59,42694.03,4.45,30,18.7,13.5,17.9,1024.1,15.4,69,7.6,9.6,4.4,0.7
03/04/2022,53,47394.67,41516.79,4,274,59,25,15.01,1023.5,7.1,69,13.8,25.6,5.1,1.3
04/04/2022,51,47649.38,211.41,1.15,278,66.2,30,2.31,1007.9,0.8,94,26.2,59.7,9.1,0.3
05/04/2022,51,47903.55,25468.48,3.5,266,55.8,28.5,8.25,1004.3,5,82,24.3,49.2,10,0.3
06/04/2022,81,48157.05,39970.72,3.65,239,65.2,31.7,12.89,989.5,26.7,81,26.8,51.3,9,6.2
07/04/2022,85,48409.69,32102.89,4.5,272,76.7,40,10.58,984.5,33.8,82,27.5,53.9,5.7,4.5
08/04/2022,85,48661.31,41091.16,4.85,323,45.4,19,17.64,1001,45.4,72,9.8,18.2,5,2.9
09/04/2022,51,48911.76,44097.05,4.9,294,39.2,21.1,16.49,1014.3,14.2,69,14.5,29.5,4.9,0.1
10/04/2022,3,49160.86,43635.69,4.6,195,15.5,12.4,16.95,1017.7,0,64,7.3,10.7,6.9,0
11/04/2022,51,49408.42,40270.3,4.4,119,45.4,24.3,14.97,1011.1,0,67,15.1,33.7,9.2,0.9
12/04/2022,61,49654.27,21416.9,3.4,155,40.3,16.4,6.21,1005.6,5.4,90,7,12.9,9.6,7
13/04/2022,51,49898.55,40510.01,4.7,254,39.6,15.5,14.49,1013.1,10.4,82,11.3,24.4,11.2,0.6
14/04/2022,3,50143,44798.54,4.45,230,13.3,11.5,14.5,1021,2.5,75,5.9,6.7,11.9,0
15/04/2022,51,50387.81,42685.03,5.3,178,19.8,13.8,16.09,1025.7,12.1,78,7.2,12.3,13.4,0.5
16/04/2022,51,50632.82,44766.56,5.25,168,34.9,15.8,16.29,1028.1,7.5,82,10,21.2,13.7,0.1
17/04/2022,3,50877.87,45653.84,4.5,176,38.5,21,17.69,1020.3,2.9,69,13,26.2,13,0
18/04/2022,53,51122.81,46226.5,4.65,252,31.7,14.7,17.16,1015.4,12.1,74,10.6,17.9,10.5,2.1
19/04/2022,51,51367.48,46092.91,4.85,35,22,12.5,14.72,1018.3,27.9,82,7.2,9.2,9.2,2.4
20/04/2022,3,51611.71,47017.74,4.9,63,27,18.1,19.57,1019,0,69,12.6,19.6,10,0
21/04/2022,3,51855.32,47617,5.45,64,33.5,22.4,23.14,1016.1,0,64,14.5,23.2,10.3,0
22/04/2022,3,52098.16,47305.07,5.45,51,49.3,28,22.71,1012.7,2.5,71,20.6,41.8,9.9,0
23/04/2022,53,52340.03,46574.21,4.85,47,50.4,28.3,16.17,1009.8,14.2,79,21.9,44.3,9.6,1.1
24/04/2022,51,52580.75,48298.01,5.55,41,46.1,24.6,23.21,1013.3,15.4,74,19.7,35.8,9.5,0.3
25/04/2022,51,52820.12,48521.79,4.9,40,28.4,16.5,15.88,1018.4,14.6,77,12,20.2,7.9,0.8
26/04/2022,3,53057.96,40626.35,5.5,28,21.6,15.3,14.96,1024.2,9.2,74,10,13.7,7.9,0
27/04/2022,3,53294.05,48963.42,5.8,50,22,14,22.27,1029.6,2.9,67,9.7,13.6,7.2,0
28/04/2022,3,53528.19,26220.98,2.9,72,14.8,10.7,7.46,1033.1,1.2,67,8.2,10,7.7,0
29/04/2022,3,53760.16,45622.9,5.85,70,16.9,12.1,24.18,1032.6,3.3,65,6.4,8.1,9.2,0
30/04/2022,53,53989.73,45276,5.25,240,21.2,15.5,20.21,1028.3,6.2,66,7.5,10,10.6,1.3
01/05/2022,53,54216.68,681.34,1.05,211,19.4,7.7,2.54,1021.6,1.7,93,4.5,6.2,9.4,2.5
02/05/2022,51,54440.75,30442.2,5.55,31,25.2,14.4,11.81,1021.5,22.5,86,6.7,10.5,11.4,0.9
03/05/2022,51,54662.05,14126.08,2.4,120,14.8,8.7,5.92,1021.6,1.7,84,5.4,7.8,9.5,0.1
04/05/2022,51,54882.24,27794.66,5.85,273,46.4,23.7,10.33,1017.5,12.9,87,15.3,31.1,10.6,1.9
05/05/2022,3,55101.48,50360.82,5.55,288,39.2,14.9,21.96,1022.7,0.8,73,9.5,17.4,12.8,0
06/05/2022,53,55319.58,38053.76,4.3,247,25.9,18.7,13.92,1022.7,18.8,80,10.3,15.2,13.2,1.5
07/05/2022,51,55536.35,44366.81,4.95,28,22.3,15.7,17.79,1027,18.8,80,10.6,16.2,12.1,1.1
08/05/2022,51,55751.59,50522.62,5.25,154,23.8,10.9,19.38,1028.7,6.7,76,7,11.8,11.4,0.1
09/05/2022,51,55965.12,42909.7,5.4,200,54,26.2,17.99,1019.6,8.8,71,17.8,38.5,13.6,0.1
10/05/2022,3,56176.71,50749.53,6.15,234,54.7,29.7,24.58,1010.1,15.4,65,24,43,14.1,0
11/05/2022,80,56386.15,28878.99,4.55,246,49.3,23.3,11.52,1006.7,26.7,80,16.9,36.5,11,7.8
12/05/2022,51,56593.23,50823.38,5.9,247,42.8,22.5,21.11,1014.5,11.7,70,17.7,34.1,11.3,0.4
13/05/2022,3,56797.71,51032.89,5.35,248,47.2,27.3,21.39,1015.5,1.7,72,20.8,40,12.8,0
14/05/2022,3,56999.36,51513.91,5.8,225,29.5,9.1,25.68,1019.5,0,69,6.7,11,14.7,0
15/05/2022,61,57197.95,25381.82,5.7,98,45.7,19.6,9.8,1016.7,0.8,85,11.4,24.5,13.8,2.6
16/05/2022,53,57393.2,29597.87,3.55,191,43.6,17.6,11.77,1012.7,100.8,90,10.7,23.9,14,2.9
17/05/2022,80,57584.89,47311.26,5.8,187,50.4,22.7,23.5,1014.7,24.6,77,16,33.3,16.3,3.5
18/05/2022,63,57772.73,50996.88,5.7,204,50.4,22.7,23.45,1016.5,1.2,73,18,37.2,14.4,6.4
19/05/2022,55,57956.47,48934.39,6.35,246,34.6,14.8,21.43,1017,0,69,9.9,18.9,13.5,1
20/05/2022,51,58135.83,47480.14,4.2,238,48.6,23.1,15.61,1015.3,26.7,70,15.2,27.3,12.7,0.8
21/05/2022,3,58310.53,51371.99,5.65,251,47.9,18.4,19.25,1017.8,7.5,72,14.6,28.2,13.2,0
22/05/2022,51,58480.28,51378.75,4.85,221,39.2,19.8,16.61,1010.9,22.9,79,14.4,28.8,14.2,0.7
23/05/2022,51,58645.05,52050.14,4.9,276,36.7,16.9,18.63,1001.2,23.8,73,12.1,23.1,13.2,0.4
24/05/2022,51,58806.2,53120.42,6.45,281,41.8,23.5,27.84,1003.6,50,65,18,32.9,12.1,0.4
25/05/2022,51,58963.8,33081.95,5.85,246,51.1,27.2,13.72,1008.8,13.3,77,20,42.9,12.3,0.4
26/05/2022,51,59117.68,16510.55,2.95,254,52.9,25.6,6.68,1016.9,13.3,83,18.3,42.4,12.3,0.4
27/05/2022,3,59267.64,54354.72,6.6,296,47.2,28.7,29.55,1023.5,7.1,64,21.2,41.5,11.6,0
28/05/2022,3,59413.51,52972.02,3.9,4,41,16.9,16.92,1025.5,10.8,64,11.5,19.8,11.4,0
29/05/2022,51,59555.09,47476.17,5.65,12,28.4,17.2,17.69,1020.3,16.7,64,11.3,17.7,10.1,0.6
30/05/2022,51,59692.17,54308.56,6.3,257,28.4,18.6,24.84,1011.6,34.2,70,10.5,17.7,10.8,1.8
31/05/2022,53,59824.58,51765.7,4.75,286,35.3,16.6,17.04,1011,85.8,79,9.7,15.3,10.4,4
01/06/2022,51,59952.11,54132.58,4.85,337,24.5,10.2,21.23,1016.7,38.8,78,7.3,10.7,11.4,2.1
02/06/2022,51,60074.55,54553.84,6.45,147,29.5,15.3,26.1,1019.8,43.3,78,7.8,11.2,13.3,2.4
03/06/2022,55,60191.71,47055.76,4.3,76,34.9,18,14.98,1021,15,81,11.5,20.8,12.7,2
04/06/2022,45,60303.38,51956.89,6.2,60,33.8,21.9,20.14,1024.4,0.8,79,18.1,29.2,11.6,0
05/06/2022,61,60409.37,2620.02,1.9,38,32.8,15.9,2.57,1019,5.8,96,13.1,28.9,9.5,8.5
06/06/2022,61,60509.46,21728.5,4.65,360,28.4,12.1,10.01,1014.5,6.7,85,7.4,14.9,11.7,4.5
07/06/2022,51,60603.46,49222.15,5.45,89,29.2,9.1,19.78,1011,7.1,78,4.8,10.3,13.9,0.8
08/06/2022,53,60691.18,46340.57,6.15,254,45,21.6,26.06,1003.4,59.6,80,14.6,29.5,15,3
09/06/2022,3,60772.41,35920.57,6.95,232,42.5,20.4,19.67,1011.7,2.5,75,16.7,33.6,14.2,0
10/06/2022,3,60846.94,55717.81,6.85,226,47.9,24.7,25.91,1014.2,22.1,72,20.6,38.4,15.5,0
11/06/2022,3,60914.59,55775.34,6.8,236,49.3,28.2,28.11,1017.1,27.5,72,23.2,43.1,14.7,0
12/06/2022,3,60975.28,55827.13,6.65,267,43.6,24.9,27.71,1020.7,12.9,68,19.7,38.7,13.7,0
13/06/2022,3,61029.47,55873.51,6.25,286,38.9,16.8,27.28,1023.3,3.8,67,12.4,24.6,13.6,0
14/06/2022,3,61077.23,55914.34,6.95,254,23.8,10,30.26,1020.7,4.2,62,6.8,8.2,14.9,0
15/06/2022,3,61118.52,55949.6,6.6,248,17.3,12.8,25.17,1018.4,14.6,70,6.6,7.7,17.2,0
16/06/2022,3,61153.33,55979.29,6.15,227,28.1,12.6,23.34,1020.7,0,58,7.4,12.2,18.6,0
17/06/2022,3,61181.64,53625.69,6.6,240,46.4,24.7,25.9,1016.8,0,60,16.3,35.1,21.1,0
18/06/2022,51,61203.43,25232.17,5.2,306,33.8,17.3,13.15,1018.9,0.8,62,11.9,25.6,14.4,0.5
19/06/2022,3,61218.7,52347.2,6.8,329,40.3,18.9,26.58,1015.6,5.8,65,12,23.2,14.2,0
20/06/2022,3,61227.46,56042.25,6.5,344,30.6,16.2,28.19,1019.1,0,59,8.9,16,15.3,0
