The 'absorption cross section' of Ozone at the relevant wavelength has been updated,,,,,,,,,,,,,,,,
by the BIPM (the international bureau of weights and measures) and reflected within,,,,,,,,,,,,,,,,
the updated CEN reference method EN14625:2024. This results in an increase of ~1.24%,,,,,,,,,,,,,,,,
and will dramatically improve measurement uncertainty - this change has been applied,,,,,,,,,,,,,,,,
to all data from 1 January 2025.,,,,,,,,,,,,,,,,
Please refer to the UK-AIR data page ( https://uk-air.defra.gov.uk/data/ ) for further details:,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
"Daily Mean data	    supplied by UK-air on 31/12/2025",,,,,,,,,,,,,,,,
All Data GMT hour ending,,,,,,,,,,,,,,,,
Status: V=Verified P=Provisionaly Verified N=Not Verified S=Suspect,,,,,,,,,,,,,,,,
,Sheffield Barnsley Road,,,,Sheffield Devonshire Green,,,,,,Sheffield Tinsley,,,,,
Latitude,53.40495,,,,53.378622,,,,,,53.41058,,,,,
Longitude,-1.455815,,,,-1.478096,,,,,,-1.396139,,,,,
Site Type,Urban Traffic,,,,Urban Background,,,,,,Urban Background,,,,,
Zone,Yorkshire & Humberside,,,,Yorkshire & Humberside,,,,,,Yorkshire & Humberside,,,,,
Agglomeration,Sheffield Urban Area,,,,Sheffield Urban Area,,,,,,Sheffield Urban Area,,,,,
Local Authority,Sheffield,,,,Sheffield,,,,,,Sheffield,,,,,
Date,Nitrogen dioxide,Status,PM2.5 particulate matter (Hourly measured),Status,Ozone,Status,Nitrogen dioxide,Status,PM2.5 particulate matter (Hourly measured),Status,Ozone,Status,Nitrogen dioxide,Status,PM2.5 particulate matter (Hourly measured),Status
26/02/2024,33,V ugm-3,5,V ugm-3 (BAM),60,V ugm-3,No data,V ugm-3,5,V ugm-3 (Ref.eq),62,V ugm-3,13,V ugm-3,4,V ugm-3 (Ref.eq)
27/02/2024,47,V ugm-3,7,V ugm-3 (BAM),48,V ugm-3,No data,V ugm-3,8,V ugm-3 (Ref.eq),27,V ugm-3,37,V ugm-3,8,V ugm-3 (Ref.eq)
28/02/2024,43,V ugm-3,8,V ugm-3 (BAM),48,V ugm-3,No data,V ugm-3,9,V ugm-3 (Ref.eq),36,V ugm-3,29,V ugm-3,11,V ugm-3 (Ref.eq)
29/02/2024,47,V ugm-3,7,V ugm-3 (BAM),59,V ugm-3,No data,V ugm-3,6,V ugm-3 (Ref.eq),49,V ugm-3,25,V ugm-3,6,V ugm-3 (Ref.eq)
01/03/2024,57,V ugm-3,9,V ugm-3 (BAM),41,V ugm-3,No data,V ugm-3,6,V ugm-3 (Ref.eq),36,V ugm-3,32,V ugm-3,5,V ugm-3 (Ref.eq)
02/03/2024,48,V ugm-3,9,V ugm-3 (BAM),39,V ugm-3,No data,V ugm-3,9,V ugm-3 (Ref.eq),46,V ugm-3,19,V ugm-3,7,V ugm-3 (Ref.eq)
03/03/2024,42,V ugm-3,11,V ugm-3 (BAM),45,V ugm-3,No data,V ugm-3,11,V ugm-3 (Ref.eq),39,V ugm-3,25,V ugm-3,12,V ugm-3 (Ref.eq)
04/03/2024,44,V ugm-3,11,V ugm-3 (BAM),33,V ugm-3,No data,V ugm-3,9,V ugm-3 (Ref.eq),38,V ugm-3,26,V ugm-3,12,V ugm-3 (Ref.eq)
05/03/2024,59,V ugm-3,12,V ugm-3 (BAM),41,V ugm-3,No data,V ugm-3,11,V ugm-3 (Ref.eq),38,V ugm-3,33,V ugm-3,9,V ugm-3 (Ref.eq)
06/03/2024,57,V ugm-3,25,V ugm-3 (BAM),16,V ugm-3,No data,V ugm-3,24,V ugm-3 (Ref.eq),17,V ugm-3,35,V ugm-3,23,V ugm-3 (Ref.eq)
07/03/2024,48,V ugm-3,23,V ugm-3 (BAM),40,V ugm-3,No data,V ugm-3,25,V ugm-3 (Ref.eq),45,V ugm-3,14,V ugm-3,22,V ugm-3 (Ref.eq)
08/03/2024,No data,V ugm-3,24,V ugm-3 (BAM),54,V ugm-3,No data,V ugm-3,28,V ugm-3 (Ref.eq),59,V ugm-3,10,V ugm-3,25,V ugm-3 (Ref.eq)
09/03/2024,36,V ugm-3,33,V ugm-3 (BAM),44,V ugm-3,No data,V ugm-3,39,V ugm-3 (Ref.eq),48,V ugm-3,16,V ugm-3,34,V ugm-3 (Ref.eq)
10/03/2024,34,V ugm-3,30,V ugm-3 (BAM),41,V ugm-3,No data,V ugm-3,33,V ugm-3 (Ref.eq),47,V ugm-3,12,V ugm-3,30,V ugm-3 (Ref.eq)
11/03/2024,52,V ugm-3,22,V ugm-3 (BAM),40,V ugm-3,No data,V ugm-3,25,V ugm-3 (Ref.eq),37,V ugm-3,27,V ugm-3,24,V ugm-3 (Ref.eq)
12/03/2024,42,V ugm-3,10,V ugm-3 (BAM),39,V ugm-3,No data,V ugm-3,10,V ugm-3 (Ref.eq),31,V ugm-3,28,V ugm-3,11,V ugm-3 (Ref.eq)
13/03/2024,19,V ugm-3,1,V ugm-3 (BAM),64,V ugm-3,No data,V ugm-3,1,V ugm-3 (Ref.eq),61,V ugm-3,10,V ugm-3,2,V ugm-3 (Ref.eq)
14/03/2024,25,V ugm-3,6,V ugm-3 (BAM),60,V ugm-3,No data,V ugm-3,5,V ugm-3 (Ref.eq),59,V ugm-3,14,V ugm-3,5,V ugm-3 (Ref.eq)
15/03/2024,25,V ugm-3,5,V ugm-3 (BAM),69,V ugm-3,No data,V ugm-3,4,V ugm-3 (Ref.eq),64,V ugm-3,15,V ugm-3,4,V ugm-3 (Ref.eq)
16/03/2024,39,V ugm-3,7,V ugm-3 (BAM),45,V ugm-3,No data,V ugm-3,5,V ugm-3 (Ref.eq),44,V ugm-3,21,V ugm-3,5,V ugm-3 (Ref.eq)
17/03/2024,27,V ugm-3,5,V ugm-3 (BAM),59,V ugm-3,No data,V ugm-3,5,V ugm-3 (Ref.eq),58,V ugm-3,10,V ugm-3,5,V ugm-3 (Ref.eq)
18/03/2024,35,V ugm-3,5,V ugm-3 (BAM),64,V ugm-3,No data,V ugm-3,5,V ugm-3 (Ref.eq),60,V ugm-3,16,V ugm-3,5,V ugm-3 (Ref.eq)
19/03/2024,35,V ugm-3,6,V ugm-3 (BAM),62,V ugm-3,No data,V ugm-3,6,V ugm-3 (Ref.eq),57,V ugm-3,20,V ugm-3,6,V ugm-3 (Ref.eq)
20/03/2024,44,V ugm-3,12,V ugm-3 (BAM),36,V ugm-3,No data,V ugm-3,10,V ugm-3 (Ref.eq),27,V ugm-3,27,V ugm-3,12,V ugm-3 (Ref.eq)
21/03/2024,32,V ugm-3,10,V ugm-3 (BAM),52,V ugm-3,No data,V ugm-3,10,V ugm-3 (Ref.eq),43,V ugm-3,19,V ugm-3,10,V ugm-3 (Ref.eq)
22/03/2024,23,V ugm-3,6,V ugm-3 (BAM),75,V ugm-3,No data,V ugm-3,6,V ugm-3 (Ref.eq),68,V ugm-3,14,V ugm-3,6,V ugm-3 (Ref.eq)
23/03/2024,13,V ugm-3,4,V ugm-3 (BAM),78,V ugm-3,No data,V ugm-3,5,V ugm-3 (Ref.eq),73,V ugm-3,8,V ugm-3,5,V ugm-3 (Ref.eq)
24/03/2024,20,V ugm-3,6,V ugm-3 (BAM),67,V ugm-3,No data,V ugm-3,6,V ugm-3 (Ref.eq),62,V ugm-3,14,V ugm-3,6,V ugm-3 (Ref.eq)
25/03/2024,49,V ugm-3,10,V ugm-3 (BAM),40,V ugm-3,No data,V ugm-3,8,V ugm-3 (Ref.eq),42,V ugm-3,23,V ugm-3,8,V ugm-3 (Ref.eq)
26/03/2024,41,V ugm-3,15,V ugm-3 (BAM),48,V ugm-3,No data,V ugm-3,16,V ugm-3 (Ref.eq),49,V ugm-3,19,V ugm-3,14,V ugm-3 (Ref.eq)
27/03/2024,43,V ugm-3,8,V ugm-3 (BAM),62,V ugm-3,No data,V ugm-3,6,V ugm-3 (Ref.eq),59,V ugm-3,20,V ugm-3,7,V ugm-3 (Ref.eq)
28/03/2024,32,V ugm-3,4,V ugm-3 (BAM),67,V ugm-3,No data,V ugm-3,3,V ugm-3 (Ref.eq),70,V ugm-3,12,V ugm-3,3,V ugm-3 (Ref.eq)
29/03/2024,27,V ugm-3,4,V ugm-3 (BAM),67,V ugm-3,No data,V ugm-3,3,V ugm-3 (Ref.eq),67,V ugm-3,11,V ugm-3,3,V ugm-3 (Ref.eq)
30/03/2024,42,V ugm-3,9,V ugm-3 (BAM),55,V ugm-3,No data,V ugm-3,8,V ugm-3 (Ref.eq),54,V ugm-3,22,V ugm-3,5,V ugm-3 (Ref.eq)
31/03/2024,34,V ugm-3,10,V ugm-3 (BAM),46,V ugm-3,No data,V ugm-3,10,V ugm-3 (Ref.eq),46,V ugm-3,19,V ugm-3,9,V ugm-3 (Ref.eq)
01/04/2024,36,V ugm-3,4,V ugm-3 (BAM),58,V ugm-3,No data,V ugm-3,4,V ugm-3 (Ref.eq),61,V ugm-3,16,V ugm-3,4,V ugm-3 (Ref.eq)
02/04/2024,44,V ugm-3,8,V ugm-3 (BAM),51,V ugm-3,No data,V ugm-3,6,V ugm-3 (Ref.eq),45,V ugm-3,26,V ugm-3,7,V ugm-3 (Ref.eq)
03/04/2024,31,V ugm-3,4,V ugm-3 (BAM),63,V ugm-3,No data,V ugm-3,3,V ugm-3 (Ref.eq),58,V ugm-3,15,V ugm-3,3,V ugm-3 (Ref.eq)
04/04/2024,42,V ugm-3,7,V ugm-3 (BAM),37,V ugm-3,No data,V ugm-3,8,V ugm-3 (Ref.eq),43,V ugm-3,17,V ugm-3,6,V ugm-3 (Ref.eq)
05/04/2024,24,V ugm-3,6,V ugm-3 (BAM),70,V ugm-3,No data,V ugm-3,6,V ugm-3 (Ref.eq),67,V ugm-3,11,V ugm-3,7,V ugm-3 (Ref.eq)
06/04/2024,19,V ugm-3,5,V ugm-3 (BAM),78,V ugm-3,No data,V ugm-3,5,V ugm-3 (Ref.eq),77,V ugm-3,8,V ugm-3,7,V ugm-3 (Ref.eq)
07/04/2024,10,V ugm-3,4,V ugm-3 (BAM),80,V ugm-3,No data,V ugm-3,4,V ugm-3 (Ref.eq),81,V ugm-3,4,V ugm-3,4,V ugm-3 (Ref.eq)
08/04/2024,35,V ugm-3,7,V ugm-3 (BAM),60,V ugm-3,No data,V ugm-3,6,V ugm-3 (Ref.eq),60,V ugm-3,14,V ugm-3,7,V ugm-3 (Ref.eq)
09/04/2024,24,V ugm-3,5,V ugm-3 (BAM),74,V ugm-3,No data,V ugm-3,4,V ugm-3 (Ref.eq),67,V ugm-3,13,V ugm-3,5,V ugm-3 (Ref.eq)
10/04/2024,27,V ugm-3,3,V ugm-3 (BAM),53,V ugm-3,No data,V ugm-3,3,V ugm-3 (Ref.eq),50,V ugm-3,15,V ugm-3,5,V ugm-3 (Ref.eq)
11/04/2024,23,V ugm-3,3,V ugm-3 (BAM),60,V ugm-3,No data,V ugm-3,2,V ugm-3 (Ref.eq),53,V ugm-3,13,V ugm-3,2,V ugm-3 (Ref.eq)
12/04/2024,27,V ugm-3,5,V ugm-3 (BAM),71,V ugm-3,No data,V ugm-3,4,V ugm-3 (Ref.eq),67,V ugm-3,11,V ugm-3,4,V ugm-3 (Ref.eq)
13/04/2024,23,V ugm-3,4,V ugm-3 (BAM),64,V ugm-3,No data,V ugm-3,4,V ugm-3 (Ref.eq),61,V ugm-3,11,V ugm-3,4,V ugm-3 (Ref.eq)
14/04/2024,16,V ugm-3,4,V ugm-3 (BAM),79,V ugm-3,No data,V ugm-3,4,V ugm-3 (Ref.eq),75,V ugm-3,7,V ugm-3,4,V ugm-3 (Ref.eq)
15/04/2024,14,V ugm-3,3,V ugm-3 (BAM),83,V ugm-3,No data,V ugm-3,3,V ugm-3 (Ref.eq),78,V ugm-3,8,V ugm-3,3,V ugm-3 (Ref.eq)
16/04/2024,31,V ugm-3,4,V ugm-3 (BAM),71,V ugm-3,No data,V ugm-3,3,V ugm-3 (Ref.eq),67,V ugm-3,14,V ugm-3,3,V ugm-3 (Ref.eq)
17/04/2024,22,V ugm-3,4,V ugm-3 (BAM),71,V ugm-3,No data,V ugm-3,3,V ugm-3 (Ref.eq),67,V ugm-3,12,V ugm-3,3,V ugm-3 (Ref.eq)
18/04/2024,26,V ugm-3,4,V ugm-3 (BAM),60,V ugm-3,No data,V ugm-3,4,V ugm-3 (Ref.eq),51,V ugm-3,21,V ugm-3,4,V ugm-3 (Ref.eq)
19/04/2024,27,V ugm-3,5,V ugm-3 (BAM),72,V ugm-3,No data,V ugm-3,4,V ugm-3 (Ref.eq),69,V ugm-3,11,V ugm-3,4,V ugm-3 (Ref.eq)
20/04/2024,27,V ugm-3,5,V ugm-3 (BAM),66,V ugm-3,No data,V ugm-3,7,V ugm-3 (Ref.eq),63,V ugm-3,12,V ugm-3,6,V ugm-3 (Ref.eq)
21/04/2024,21,V ugm-3,6,V ugm-3 (BAM),76,V ugm-3,No data,V ugm-3,6,V ugm-3 (Ref.eq),74,V ugm-3,5,V ugm-3,5,V ugm-3 (Ref.eq)
22/04/2024,45,V ugm-3,9,V ugm-3 (BAM),35,V ugm-3,No data,V ugm-3,10,V ugm-3 (Ref.eq),33,V ugm-3,22,V ugm-3,8,V ugm-3 (Ref.eq)
23/04/2024,31,V ugm-3,7,V ugm-3 (BAM),71,V ugm-3,No data,V ugm-3,7,V ugm-3 (Ref.eq),69,V ugm-3,13,V ugm-3,6,V ugm-3 (Ref.eq)
24/04/2024,38,V ugm-3,7,V ugm-3 (BAM),69,V ugm-3,No data,V ugm-3,7,V ugm-3 (Ref.eq),64,V ugm-3,20,V ugm-3,7,V ugm-3 (Ref.eq)
25/04/2024,39,V ugm-3,6,V ugm-3 (BAM),62,V ugm-3,No data,V ugm-3,7,V ugm-3 (Ref.eq),53,V ugm-3,23,V ugm-3,6,V ugm-3 (Ref.eq)
26/04/2024,41,V ugm-3,6,V ugm-3 (BAM),70,V ugm-3,No data,V ugm-3,6,V ugm-3 (Ref.eq),62,V ugm-3,18,V ugm-3,5,V ugm-3 (Ref.eq)
27/04/2024,35,V ugm-3,8,V ugm-3 (BAM),67,V ugm-3,No data,V ugm-3,9,V ugm-3 (Ref.eq),64,V ugm-3,13,V ugm-3,7,V ugm-3 (Ref.eq)
28/04/2024,25,V ugm-3,5,V ugm-3 (BAM),74,V ugm-3,No data,V ugm-3,4,V ugm-3 (Ref.eq),71,V ugm-3,13,V ugm-3,3,V ugm-3 (Ref.eq)
29/04/2024,23,V ugm-3,5,V ugm-3 (BAM),71,V ugm-3,No data,V ugm-3,4,V ugm-3 (Ref.eq),66,V ugm-3,12,V ugm-3,6,V ugm-3 (Ref.eq)
30/04/2024,33,V ugm-3,7,V ugm-3 (BAM),71,V ugm-3,No data,V ugm-3,5,V ugm-3 (Ref.eq),72,V ugm-3,13,V ugm-3,5,V ugm-3 (Ref.eq)
01/05/2024,42,V ugm-3,18,V ugm-3 (BAM),52,V ugm-3,No data,V ugm-3,19,V ugm-3 (Ref.eq),52,V ugm-3,15,V ugm-3,17,V ugm-3 (Ref.eq)
02/05/2024,26,V ugm-3,20,V ugm-3 (BAM),81,V ugm-3,No data,V ugm-3,21,V ugm-3 (Ref.eq),79,V ugm-3,10,V ugm-3,19,V ugm-3 (Ref.eq)
03/05/2024,36,V ugm-3,15,V ugm-3 (BAM),56,V ugm-3,No data,V ugm-3,16,V ugm-3 (Ref.eq),49,V ugm-3,19,V ugm-3,16,V ugm-3 (Ref.eq)
04/05/2024,27,V ugm-3,5,V ugm-3 (BAM),55,V ugm-3,No data,V ugm-3,3,V ugm-3 (Ref.eq),44,V ugm-3,17,V ugm-3,4,V ugm-3 (Ref.eq)
05/05/2024,36,V ugm-3,6,V ugm-3 (BAM),57,V ugm-3,No data,V ugm-3,6,V ugm-3 (Ref.eq),48,V ugm-3,22,V ugm-3,8,V ugm-3 (Ref.eq)
06/05/2024,29,V ugm-3,10,V ugm-3 (BAM),55,V ugm-3,No data,V ugm-3,11,V ugm-3 (Ref.eq),54,V ugm-3,17,V ugm-3,9,V ugm-3 (Ref.eq)
07/05/2024,35,V ugm-3,10,V ugm-3 (BAM),56,V ugm-3,No data,V ugm-3,12,V ugm-3 (Ref.eq),56,V ugm-3,12,V ugm-3,9,V ugm-3 (Ref.eq)
08/05/2024,32,V ugm-3,11,V ugm-3 (BAM),59,V ugm-3,No data,V ugm-3,12,V ugm-3 (Ref.eq),53,V ugm-3,16,V ugm-3,11,V ugm-3 (Ref.eq)
09/05/2024,34,V ugm-3,9,V ugm-3 (BAM),61,V ugm-3,No data,V ugm-3,10,V ugm-3 (Ref.eq),55,V ugm-3,17,V ugm-3,9,V ugm-3 (Ref.eq)
10/05/2024,37,V ugm-3,11,V ugm-3 (BAM),51,V ugm-3,No data,V ugm-3,10,V ugm-3 (Ref.eq),48,V ugm-3,18,V ugm-3,11,V ugm-3 (Ref.eq)
11/05/2024,32,V ugm-3,14,V ugm-3 (BAM),60,V ugm-3,No data,V ugm-3,13,V ugm-3 (Ref.eq),63,V ugm-3,10,V ugm-3,11,V ugm-3 (Ref.eq)
12/05/2024,28,V ugm-3,18,V ugm-3 (BAM),64,V ugm-3,No data,V ugm-3,18,V ugm-3 (Ref.eq),62,V ugm-3,11,V ugm-3,16,V ugm-3 (Ref.eq)
13/05/2024,28,V ugm-3,11,V ugm-3 (BAM),59,V ugm-3,No data,V ugm-3,11,V ugm-3 (Ref.eq),58,V ugm-3,14,V ugm-3,12,V ugm-3 (Ref.eq)
14/05/2024,34,V ugm-3,12,V ugm-3 (BAM),43,V ugm-3,No data,V ugm-3,10,V ugm-3 (Ref.eq),47,V ugm-3,9,V ugm-3,9,V ugm-3 (Ref.eq)
15/05/2024,32,V ugm-3,9,V ugm-3 (BAM),35,V ugm-3,No data,V ugm-3,10,V ugm-3 (Ref.eq),41,V ugm-3,10,V ugm-3,7,V ugm-3 (Ref.eq)
16/05/2024,39,V ugm-3,18,V ugm-3 (BAM),48,V ugm-3,No data,V ugm-3,18,V ugm-3 (Ref.eq),47,V ugm-3,15,V ugm-3,16,V ugm-3 (Ref.eq)
17/05/2024,40,V ugm-3,17,V ugm-3 (BAM),63,V ugm-3,16,V ugm-3,17,V ugm-3 (Ref.eq),67,V ugm-3,12,V ugm-3,15,V ugm-3 (Ref.eq)
18/05/2024,33,V ugm-3,16,V ugm-3 (BAM),67,V ugm-3,15,V ugm-3,19,V ugm-3 (Ref.eq),69,V ugm-3,14,V ugm-3,15,V ugm-3 (Ref.eq)
19/05/2024,24,V ugm-3,14,V ugm-3 (BAM),85,V ugm-3,9,V ugm-3,14,V ugm-3 (Ref.eq),83,V ugm-3,9,V ugm-3,14,V ugm-3 (Ref.eq)
20/05/2024,31,V ugm-3,9,V ugm-3 (BAM),57,V ugm-3,12,V ugm-3,9,V ugm-3 (Ref.eq),57,V ugm-3,9,V ugm-3,8,V ugm-3 (Ref.eq)
21/05/2024,33,V ugm-3,11,V ugm-3 (BAM),63,V ugm-3,12,V ugm-3,11,V ugm-3 (Ref.eq),59,V ugm-3,13,V ugm-3,9,V ugm-3 (Ref.eq)
22/05/2024,26,V ugm-3,7,V ugm-3 (BAM),65,V ugm-3,9,V ugm-3,5,V ugm-3 (Ref.eq),57,V ugm-3,17,V ugm-3,6,V ugm-3 (Ref.eq)
23/05/2024,14,V ugm-3,2,V ugm-3 (BAM),55,V ugm-3,7,V ugm-3,2,V ugm-3 (Ref.eq),49,V ugm-3,10,V ugm-3,1,V ugm-3 (Ref.eq)
24/05/2024,27,V ugm-3,5,V ugm-3 (BAM),40,V ugm-3,12,V ugm-3,5,V ugm-3 (Ref.eq),34,V ugm-3,16,V ugm-3,5,V ugm-3 (Ref.eq)
25/05/2024,30,V ugm-3,8,V ugm-3 (BAM),47,V ugm-3,14,V ugm-3,9,V ugm-3 (Ref.eq),43,V ugm-3,13,V ugm-3,8,V ugm-3 (Ref.eq)
26/05/2024,26,V ugm-3,7,V ugm-3 (BAM),56,V ugm-3,11,V ugm-3,7,V ugm-3 (Ref.eq),54,V ugm-3,9,V ugm-3,6,V ugm-3 (Ref.eq)
27/05/2024,18,V ugm-3,2,V ugm-3 (BAM),58,V ugm-3,6,V ugm-3,2,V ugm-3 (Ref.eq),53,V ugm-3,9,V ugm-3,2,V ugm-3 (Ref.eq)
28/05/2024,No data,V ugm-3,3,V ugm-3 (BAM),45,V ugm-3,10,V ugm-3,3,V ugm-3 (Ref.eq),41,V ugm-3,13,V ugm-3,4,V ugm-3 (Ref.eq)
29/05/2024,No data,V ugm-3,3,V ugm-3 (BAM),64,V ugm-3,5,V ugm-3,4,V ugm-3 (Ref.eq),59,V ugm-3,10,V ugm-3,3,V ugm-3 (Ref.eq)
30/05/2024,No data,V ugm-3,5,V ugm-3 (BAM),64,V ugm-3,7,V ugm-3,4,V ugm-3 (Ref.eq),61,V ugm-3,10,V ugm-3,3,V ugm-3 (Ref.eq)
31/05/2024,22,V ugm-3,17,V ugm-3 (BAM),66,V ugm-3,10,V ugm-3,13,V ugm-3 (Ref.eq),67,V ugm-3,10,V ugm-3,13,V ugm-3 (Ref.eq)
01/06/2024,26,V ugm-3,7,V ugm-3 (BAM),70,V ugm-3,12,V ugm-3,9,V ugm-3 (Ref.eq),68,V ugm-3,10,V ugm-3,7,V ugm-3 (Ref.eq)
02/06/2024,16,V ugm-3,6,V ugm-3 (BAM),54,V ugm-3,12,V ugm-3,7,V ugm-3 (Ref.eq),No data,V ugm-3,13,V ugm-3,7,V ugm-3 (Ref.eq)
03/06/2024,18,V ugm-3,4,V ugm-3 (BAM),45,V ugm-3,7,V ugm-3,3,V ugm-3 (Ref.eq),No data,V ugm-3,11,V ugm-3,3,V ugm-3 (Ref.eq)
04/06/2024,17,V ugm-3,5,V ugm-3 (BAM),52,V ugm-3,7,V ugm-3,5,V ugm-3 (Ref.eq),No data,V ugm-3,12,V ugm-3,5,V ugm-3 (Ref.eq)
05/06/2024,18,V ugm-3,7,V ugm-3 (BAM),57,V ugm-3,6,V ugm-3,7,V ugm-3 (Ref.eq),No data,V ugm-3,12,V ugm-3,7,V ugm-3 (Ref.eq)
06/06/2024,20,V ugm-3,11,V ugm-3 (BAM),61,V ugm-3,7,V ugm-3,9,V ugm-3 (Ref.eq),No data,V ugm-3,13,V ugm-3,9,V ugm-3 (Ref.eq)
07/06/2024,22,V ugm-3,7,V ugm-3 (BAM),60,V ugm-3,7,V ugm-3,6,V ugm-3 (Ref.eq),52,V ugm-3,13,V ugm-3,6,V ugm-3 (Ref.eq)
08/06/2024,13,V ugm-3,4,V ugm-3 (BAM),58,V ugm-3,6,V ugm-3,4,V ugm-3 (Ref.eq),55,V ugm-3,7,V ugm-3,4,V ugm-3 (Ref.eq)
09/06/2024,13,V ugm-3,5,V ugm-3 (BAM),59,V ugm-3,5,V ugm-3,5,V ugm-3 (Ref.eq),57,V ugm-3,7,V ugm-3,5,V ugm-3 (Ref.eq)
10/06/2024,21,V ugm-3,4,V ugm-3 (BAM),54,V ugm-3,8,V ugm-3,3,V ugm-3 (Ref.eq),53,V ugm-3,10,V ugm-3,4,V ugm-3 (Ref.eq)
11/06/2024,31,V ugm-3,5,V ugm-3 (BAM),55,V ugm-3,11,V ugm-3,3,V ugm-3 (Ref.eq),49,V ugm-3,13,V ugm-3,5,V ugm-3 (Ref.eq)
12/06/2024,27,V ugm-3,5,V ugm-3 (BAM),58,V ugm-3,No data,V ugm-3,5,V ugm-3 (Ref.eq),48,V ugm-3,17,V ugm-3,5,V ugm-3 (Ref.eq)
13/06/2024,30,V ugm-3,10,V ugm-3 (BAM),53,V ugm-3,No data,V ugm-3,6,V ugm-3 (Ref.eq),47,V ugm-3,16,V ugm-3,8,V ugm-3 (Ref.eq)
14/06/2024,27,V ugm-3,5,V ugm-3 (BAM),48,V ugm-3,No data,V ugm-3,3,V ugm-3 (Ref.eq),45,V ugm-3,12,V ugm-3,3,V ugm-3 (Ref.eq)
15/06/2024,26,V ugm-3,5,V ugm-3 (BAM),55,V ugm-3,No data,V ugm-3,3,V ugm-3 (Ref.eq),49,V ugm-3,13,V ugm-3,3,V ugm-3 (Ref.eq)
16/06/2024,18,V ugm-3,5,V ugm-3 (BAM),60,V ugm-3,No data,V ugm-3,3,V ugm-3 (Ref.eq),54,V ugm-3,10,V ugm-3,3,V ugm-3 (Ref.eq)
17/06/2024,23,V ugm-3,5,V ugm-3 (BAM),66,V ugm-3,No data,V ugm-3,5,V ugm-3 (Ref.eq),59,V ugm-3,13,V ugm-3,4,V ugm-3 (Ref.eq)
18/06/2024,28,V ugm-3,5,V ugm-3 (BAM),56,V ugm-3,No data,V ugm-3,5,V ugm-3 (Ref.eq),54,V ugm-3,10,V ugm-3,4,V ugm-3 (Ref.eq)
19/06/2024,31,V ugm-3,7,V ugm-3 (BAM),48,V ugm-3,No data,V ugm-3,5,V ugm-3 (Ref.eq),47,V ugm-3,14,V ugm-3,5,V ugm-3 (Ref.eq)
20/06/2024,38,V ugm-3,9,V ugm-3 (BAM),58,V ugm-3,No data,V ugm-3,5,V ugm-3 (Ref.eq),45,V ugm-3,21,V ugm-3,7,V ugm-3 (Ref.eq)
21/06/2024,27,V ugm-3,No data,V ugm-3 (BAM),63,V ugm-3,No data,V ugm-3,6,V ugm-3 (Ref.eq),55,V ugm-3,18,V ugm-3,7,V ugm-3 (Ref.eq)
22/06/2024,20,V ugm-3,No data,V ugm-3 (BAM),63,V ugm-3,No data,V ugm-3,5,V ugm-3 (Ref.eq),61,V ugm-3,9,V ugm-3,5,V ugm-3 (Ref.eq)
23/06/2024,18,V ugm-3,No data,V ugm-3 (BAM),58,V ugm-3,No data,V ugm-3,5,V ugm-3 (Ref.eq),58,V ugm-3,8,V ugm-3,5,V ugm-3 (Ref.eq)
24/06/2024,29,V ugm-3,No data,V ugm-3 (BAM),56,V ugm-3,No data,V ugm-3,6,V ugm-3 (Ref.eq),50,V ugm-3,16,V ugm-3,7,V ugm-3 (Ref.eq)
25/06/2024,36,V ugm-3,No data,V ugm-3 (BAM),57,V ugm-3,No data,V ugm-3,10,V ugm-3 (Ref.eq),56,V ugm-3,16,V ugm-3,10,V ugm-3 (Ref.eq)
26/06/2024,35,V ugm-3,No data,V ugm-3 (BAM),76,V ugm-3,No data,V ugm-3,18,V ugm-3 (Ref.eq),77,V ugm-3,9,V ugm-3,15,V ugm-3 (Ref.eq)
27/06/2024,19,V ugm-3,No data,V ugm-3 (BAM),60,V ugm-3,No data,V ugm-3,5,V ugm-3 (Ref.eq),54,V ugm-3,9,V ugm-3,6,V ugm-3 (Ref.eq)
28/06/2024,No data,V ugm-3,No data,V ugm-3 (BAM),56,V ugm-3,No data,V ugm-3,4,V ugm-3 (Ref.eq),50,V ugm-3,13,V ugm-3,4,V ugm-3 (Ref.eq)
29/06/2024,No data,V ugm-3,No data,V ugm-3 (BAM),50,V ugm-3,No data,V ugm-3,4,V ugm-3 (Ref.eq),45,V ugm-3,11,V ugm-3,4,V ugm-3 (Ref.eq)
30/06/2024,No data,V ugm-3,No data,V ugm-3 (BAM),49,V ugm-3,No data,V ugm-3,5,V ugm-3 (Ref.eq),49,V ugm-3,6,V ugm-3,5,V ugm-3 (Ref.eq)
01/07/2024,No data,V ugm-3,No data,V ugm-3 (BAM),47,V ugm-3,No data,V ugm-3,4,V ugm-3 (Ref.eq),41,V ugm-3,12,V ugm-3,3,V ugm-3 (Ref.eq)
02/07/2024,18,V ugm-3,No data,V ugm-3 (BAM),51,V ugm-3,No data,V ugm-3,5,V ugm-3 (Ref.eq),48,V ugm-3,10,V ugm-3,5,V ugm-3 (Ref.eq)
03/07/2024,21,V ugm-3,No data,V ugm-3 (BAM),51,V ugm-3,No data,V ugm-3,4,V ugm-3 (Ref.eq),44,V ugm-3,12,V ugm-3,4,V ugm-3 (Ref.eq)
